TRAVEL_ID,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_ACCOMPANY,SLEEP,ACTIVITY,RESULT_MVMN,Cluster
f_f002007,30,11,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,2
f_f016472,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f004659,20,2,자녀 동반 여행,1,쇼핑 / 구매,기차,1
f_f008827,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,8
f_f004291,60,2,자녀 동반 여행,0,휴식,자가용,7
f_f004759,40,2,부모 동반 여행,0,체험 활동 / 입장 및 관람,버스,6
f_f005368,20,2,3인 이상 여행(가족 외),1,쇼핑 / 구매,자가용,1
f_f001549,50,1,2인 가족 여행,2,단순 구경 / 산책 / 걷기,자가용,3
f_f008761,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
f_f011405,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,5
f_f000423,50,7,3대 동반 여행(친척 포함),2,체험 활동 / 입장 및 관람,항공기,2
f_f000746,40,4,3인 이상 여행(가족 외),0,없음,자가용,6
f_f006665,50,0,나홀로 여행,0,휴식,자가용,7
f_f000723,20,1,2인 여행(가족 외),0,없음,자가용,5
f_f001299,50,3,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,3
f_f011498,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,5
f_f003400,40,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
f_f000626,40,1,2인 가족 여행,1,쇼핑 / 구매,자가용,0
f_f005881,40,1,2인 가족 여행,1,휴식,자가용,0
f_f015353,30,3,3인 이상 여행(가족 외),0,쇼핑 / 구매,자가용,6
f_f015496,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
f_f004911,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f016337,30,0,나홀로 여행,0,쇼핑 / 구매,버스,0
f_f007193,20,2,부모 동반 여행,1,휴식,자가용,1
f_f003422,20,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,1
f_f001638,50,7,3대 동반 여행(친척 포함),0,단순 구경 / 산책 / 걷기,렌터카,2
f_f000476,40,1,2인 여행(가족 외),3,휴식,자가용,9
f_f016772,40,4,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,기차,6
f_f001513,30,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f000633,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f009177,30,1,2인 가족 여행,0,휴식,자가용,0
f_f002676,30,1,2인 여행(가족 외),1,휴식,자가용,0
f_f011588,50,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f006910,20,1,2인 여행(가족 외),0,휴식,자가용,5
f_f010660,30,0,나홀로 여행,0,쇼핑 / 구매,버스,0
f_f015784,40,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,0
f_f004516,30,3,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,1
f_f012477,40,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f012122,20,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,5
f_f001331,30,1,2인 가족 여행,1,쇼핑 / 구매,자가용,0
f_f001433,40,5,3대 동반 여행(친척 포함),1,단순 구경 / 산책 / 걷기,자가용,3
f_f015282,30,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,0
f_f016784,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f000278,40,1,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,기차,0
f_f004754,20,1,2인 여행(가족 외),1,쇼핑 / 구매,기차,8
f_f009448,40,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f000444,40,3,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,6
f_f003512,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f000007,40,1,2인 가족 여행,2,단순 구경 / 산책 / 걷기,자가용,3
f_f013927,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
f_f013387,30,0,나홀로 여행,0,쇼핑 / 구매,기차,0
f_f010643,20,1,2인 여행(가족 외),0,쇼핑 / 구매,버스,5
f_f002764,20,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,8
f_f000434,20,1,2인 여행(가족 외),2,단순 구경 / 산책 / 걷기,자가용,8
f_f009758,50,3,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,3
f_f000760,40,1,2인 가족 여행,1,휴식,자가용,0
f_f016336,50,2,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,7
f_f000779,30,1,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f001410,40,4,3대 동반 여행(친척 포함),3,단순 구경 / 산책 / 걷기,자가용,4
f_f009003,40,1,2인 여행(가족 외),0,휴식,자가용,0
f_f015542,20,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,5
f_f006359,50,1,자녀 동반 여행,0,쇼핑 / 구매,자가용,7
f_f005540,30,1,2인 가족 여행,1,휴식,자가용,0
f_f001179,40,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,기차,9
f_f005080,30,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,버스,0
f_f002872,50,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,7
e_e000571,30,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,항공기,9
f_f010006,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,5
f_f016038,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f001296,20,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,기차,9
f_f000642,40,3,3대 동반 여행(친척 포함),2,체험 활동 / 입장 및 관람,자가용,3
f_f005016,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f008373,20,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,버스,8
f_f015598,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f010820,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
f_f012678,40,3,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,3
f_f015921,50,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,7
f_f000788,50,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,자가용,7
f_f012770,20,2,3인 이상 여행(가족 외),0,쇼핑 / 구매,자가용,5
f_f001240,50,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,7
f_f016339,30,0,나홀로 여행,0,체험 활동 / 입장 및 관람,기차,0
f_f007937,20,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,1
f_f003530,30,2,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,6
f_f000366,30,3,자녀 동반 여행,1,휴식,자가용,1
f_f008699,20,1,2인 여행(가족 외),0,휴식,기차,5
f_f012803,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f000724,40,2,3인 이상 여행(가족 외),2,단순 구경 / 산책 / 걷기,자가용,3
f_f012842,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,택시,5
f_f008489,40,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f008610,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,택시,5
f_f001038,40,3,3인 이상 여행(가족 외),2,체험 활동 / 입장 및 관람,자가용,3
f_f001317,50,3,자녀 동반 여행,2,단순 구경 / 산책 / 걷기,자가용,3
f_f001782,20,1,2인 여행(가족 외),0,없음,자가용,5
f_f011601,20,2,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,기차,1
f_f007965,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f014533,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f003799,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f008652,30,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,버스,0
f_f011883,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f000634,50,7,3대 동반 여행(친척 포함),2,단순 구경 / 산책 / 걷기,자가용,2
f_f015667,40,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f001379,60,3,자녀 동반 여행,2,단순 구경 / 산책 / 걷기,자가용,3
f_f003808,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,5
f_f005526,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f008568,40,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
f_f004523,30,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,0
f_f015753,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f006047,20,1,2인 가족 여행,1,체험 활동 / 입장 및 관람,자가용,8
f_f016381,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f015911,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,0
f_f006879,30,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,0
f_f002783,20,1,2인 여행(가족 외),1,없음,자가용,8
f_f000023,50,4,3인 이상 여행(가족 외),0,없음,자가용,6
f_f010912,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,0
f_f000916,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f000519,40,0,나홀로 여행,0,없음,자가용,0
f_f001739,30,1,2인 여행(가족 외),1,휴식,기차,0
f_f004396,30,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f002708,60,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,7
f_f003624,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f002596,30,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f004213,60,4,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,3
f_f005622,30,1,2인 여행(가족 외),1,휴식,자가용,0
f_f006399,40,1,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f003806,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,0
f_f012156,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,기차,8
f_f012727,20,1,2인 가족 여행,1,쇼핑 / 구매,기차,8
f_f013525,40,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
f_f006660,20,1,2인 여행(가족 외),1,휴식,기차,8
f_f003385,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f012942,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,5
f_f000413,40,1,자녀 동반 여행,2,체험 활동 / 입장 및 관람,자가용,3
f_f012386,20,3,부모 동반 여행,1,체험 활동 / 입장 및 관람,자가용,1
f_f004277,40,2,3인 이상 여행(가족 외),1,휴식,자가용,3
f_f001101,30,1,2인 여행(가족 외),4,단순 구경 / 산책 / 걷기,자가용,4
f_f015570,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
f_f003715,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f013110,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,0
f_f006769,50,1,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,7
f_f008575,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f002556,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,기차,8
f_f003097,30,0,나홀로 여행,0,쇼핑 / 구매,자가용,0
f_f005019,30,1,2인 여행(가족 외),1,휴식,자가용,0
f_f001692,50,1,2인 가족 여행,1,쇼핑 / 구매,자가용,7
f_f003168,40,1,자녀 동반 여행,0,없음,자가용,0
f_f000735,20,3,3인 이상 여행(가족 외),1,쇼핑 / 구매,버스,1
f_f002980,50,5,3인 이상 여행(가족 외),1,휴식,자가용,3
f_f015267,20,3,3인 이상 여행(가족 외),0,쇼핑 / 구매,버스,1
f_f012385,40,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
f_f016504,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,지하철,5
f_f006934,30,1,2인 여행(가족 외),1,쇼핑 / 구매,기차,0
f_f001464,30,0,나홀로 여행,1,휴식,기차,0
f_f000703,60,0,나홀로 여행,2,휴식,자가용,7
f_f000668,30,3,부모 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,1
f_f004110,20,1,2인 가족 여행,1,휴식,자가용,8
f_f000971,30,2,3인 이상 여행(가족 외),2,휴식,자가용,1
f_f002087,60,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,7
f_f015459,40,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,0
f_f004561,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,8
f_f008590,40,2,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,6
f_f013359,30,1,2인 가족 여행,0,쇼핑 / 구매,자가용,0
f_f014915,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f011544,30,7,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,2
f_f009461,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,버스,5
f_f001114,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f006065,20,2,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,5
f_f005348,50,2,자녀 동반 여행,0,없음,자가용,7
f_f007402,30,3,3인 이상 여행(가족 외),0,휴식,자가용,6
f_f011643,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f009078,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,렌터카,5
f_f003695,30,0,나홀로 여행,0,없음,자가용,0
f_f001045,30,0,나홀로 여행,3,단순 구경 / 산책 / 걷기,자가용,9
f_f000624,30,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,0
f_f005365,30,2,3인 이상 여행(가족 외),1,쇼핑 / 구매,자가용,1
f_f015274,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,5
g_g001687,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,자가용,8
f_f001444,50,4,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,3
f_f001898,40,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,0
f_f001027,60,2,3인 이상 여행(가족 외),0,휴식,자가용,7
f_f002545,50,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f011565,30,2,3인 이상 여행(가족 외),1,쇼핑 / 구매,기차,1
f_f001985,50,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,7
f_f000635,40,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f001400,20,0,나홀로 여행,2,쇼핑 / 구매,버스,9
f_f000578,50,3,3대 동반 여행(친척 포함),2,단순 구경 / 산책 / 걷기,자가용,3
f_f001990,30,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f009189,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,기차,5
f_f008561,40,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f013220,20,1,2인 여행(가족 외),0,쇼핑 / 구매,기차,5
f_f000748,40,3,자녀 동반 여행,2,단순 구경 / 산책 / 걷기,자가용,3
f_f000014,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,버스,0
f_f004173,20,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,버스,8
f_f000356,40,2,3인 이상 여행(가족 외),2,체험 활동 / 입장 및 관람,기차,3
f_f015628,40,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f002097,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f000713,30,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,기차,9
f_f010742,20,1,2인 가족 여행,0,쇼핑 / 구매,기차,5
f_f010193,20,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,1
f_f004972,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
f_f008397,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f006396,30,1,2인 가족 여행,0,휴식,자가용,0
f_f003389,40,0,나홀로 여행,0,체험 활동 / 입장 및 관람,자가용,0
f_f001687,40,3,자녀 동반 여행,0,쇼핑 / 구매,자가용,6
f_f005052,20,3,3인 이상 여행(가족 외),1,휴식,자가용,1
f_f008438,40,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
f_f006378,40,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
f_f000807,30,0,나홀로 여행,2,휴식,기차,9
f_f013913,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f016765,20,0,나홀로 여행,0,쇼핑 / 구매,기차,5
f_f002082,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f012745,30,3,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,1
f_f004645,50,3,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,3
f_f006082,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,항공기,8
f_f000352,40,3,자녀 동반 여행,3,휴식,자가용,4
f_f004107,20,3,3인 이상 여행(가족 외),1,휴식,기차,1
f_f005915,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f003460,20,0,나홀로 여행,0,쇼핑 / 구매,버스,5
f_f007997,60,2,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,7
f_f003623,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f005214,20,1,2인 여행(가족 외),0,쇼핑 / 구매,기차,5
f_f004052,20,1,2인 여행(가족 외),1,휴식,자가용,8
f_f006381,50,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f004051,40,2,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,6
f_f002072,30,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f006362,40,2,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
f_f000793,50,2,자녀 동반 여행,2,휴식,자가용,3
f_f015154,40,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f002704,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f002044,30,3,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,렌터카,1
f_f001856,60,1,2인 가족 여행,1,휴식,자가용,7
f_f016344,30,1,2인 여행(가족 외),0,없음,자가용,0
f_f003931,20,1,2인 여행(가족 외),1,휴식,버스,8
f_f001713,40,6,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,2
f_f016462,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f010276,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,택시,5
f_f000610,20,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,자가용,8
f_f001162,40,2,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,6
f_f000319,20,1,2인 여행(가족 외),1,휴식,버스,8
f_f000606,30,3,자녀 동반 여행,1,휴식,자가용,1
f_f010869,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,5
f_f009569,50,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,7
f_f011907,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,0
f_f013512,40,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,0
f_f001308,30,4,부모 동반 여행,2,휴식,자가용,1
g_g007350,50,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,7
f_f012240,30,1,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f001356,30,1,2인 여행(가족 외),2,단순 구경 / 산책 / 걷기,자가용,9
f_f002568,30,1,2인 여행(가족 외),1,쇼핑 / 구매,기차,0
f_f007129,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,8
f_f002604,20,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,8
f_f000849,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,5
f_f015527,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f003789,20,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,5
f_f012788,20,1,2인 여행(가족 외),1,휴식,기차,8
f_f012224,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,버스,0
f_f009169,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f016432,40,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f011568,40,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,0
f_f004253,40,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f006394,40,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
f_f015595,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
f_f009480,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,렌터카,5
f_f009203,30,3,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,1
f_f001424,20,4,부모 동반 여행,2,휴식,항공기,1
f_f001878,40,4,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,6
f_f012934,40,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,3
f_f015643,40,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f015754,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,0
f_f000452,40,2,3인 이상 여행(가족 외),1,쇼핑 / 구매,자가용,3
f_f004498,30,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,버스,1
f_f003665,40,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f007245,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,8
f_f005135,50,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,7
f_f005925,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
f_f008775,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,8
f_f004420,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,8
f_f007959,30,2,자녀 동반 여행,1,휴식,기차,1
f_f008053,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,렌터카,0
f_f001287,60,2,3대 동반 여행(친척 포함),0,체험 활동 / 입장 및 관람,자가용,7
f_f001705,40,3,자녀 동반 여행,0,없음,자가용,6
f_f001672,20,1,2인 여행(가족 외),1,휴식,자가용,8
f_f014737,20,1,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
f_f000881,30,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,0
f_f005316,60,3,자녀 동반 여행,1,휴식,자가용,3
f_f016679,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
f_f015930,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,렌터카,5
f_f006333,40,0,나홀로 여행,0,쇼핑 / 구매,자가용,0
f_f007918,20,3,부모 동반 여행,0,체험 활동 / 입장 및 관람,자가용,1
f_f013989,20,1,2인 여행(가족 외),0,쇼핑 / 구매,렌터카,5
f_f000012,30,1,2인 여행(가족 외),2,단순 구경 / 산책 / 걷기,자가용,9
f_f003791,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f014495,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,0
f_f005591,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f005106,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f004123,20,1,2인 여행(가족 외),1,쇼핑 / 구매,기차,8
f_f006178,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f014411,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,0
f_f010254,20,0,나홀로 여행,1,쇼핑 / 구매,버스,8
f_f006356,40,5,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
f_f015738,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,버스,0
f_f001754,50,3,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,3
f_f001532,60,1,2인 여행(가족 외),2,단순 구경 / 산책 / 걷기,자가용,3
f_f013969,30,1,2인 여행(가족 외),1,쇼핑 / 구매,기차,0
f_f001767,60,0,나홀로 여행,0,없음,자가용,7
f_f012992,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,0
f_f003666,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,5
f_f016490,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
f_f010650,30,9,부모 동반 여행,0,체험 활동 / 입장 및 관람,자가용,2
f_f003453,30,3,3인 이상 여행(가족 외),0,휴식,기차,6
f_f003349,30,1,2인 가족 여행,0,없음,자가용,0
f_f000931,60,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,자가용,7
f_f001468,40,1,2인 여행(가족 외),5,휴식,기차,4
f_f011055,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f008741,20,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,8
f_f001275,40,1,2인 여행(가족 외),2,휴식,자가용,9
f_f008031,20,2,부모 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,1
f_f005351,30,1,2인 여행(가족 외),1,휴식,자가용,0
f_f001567,60,1,2인 여행(가족 외),1,휴식,자가용,7
f_f008563,40,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f006360,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
f_f011240,30,1,2인 여행(가족 외),0,없음,자가용,0
f_f012160,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f000764,20,0,나홀로 여행,2,휴식,버스,9
f_f011733,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
f_f001205,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,0
f_f009181,40,1,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,0
f_f003164,20,3,3인 이상 여행(가족 외),0,휴식,자가용,1
f_f001364,50,4,3대 동반 여행(친척 포함),3,휴식,자가용,3
f_f001083,50,2,자녀 동반 여행,2,단순 구경 / 산책 / 걷기,자가용,3
f_f003928,40,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,3
f_f007952,20,1,2인 여행(가족 외),1,휴식,자가용,8
f_f012305,30,1,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
f_f003438,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
