TRAVEL_ID,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_ACCOMPANY,SLEEP,ACTIVITY,RESULT_MVMN,Cluster
e_e010386,40,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,0
e_e007311,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e005106,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
e_e002209,30,1,2인 가족 여행,1,휴식,자가용,0
e_e003596,40,2,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,6
e_e004772,50,3,3인 이상 여행(가족 외),0,쇼핑 / 구매,자가용,6
e_e012694,20,5,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,1
e_e006341,20,0,나홀로 여행,0,없음,지하철,5
e_e006513,20,1,2인 여행(가족 외),0,휴식,자가용,5
e_e002025,60,2,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,7
e_e000430,20,0,나홀로 여행,3,휴식,자가용,9
e_e000552,40,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e005562,40,3,자녀 동반 여행,1,휴식,자가용,3
e_e001330,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e005206,20,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,1
e_e007450,20,0,나홀로 여행,0,쇼핑 / 구매,버스,5
e_e011389,30,3,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,1
e_e007760,20,0,나홀로 여행,0,쇼핑 / 구매,버스,5
e_e001976,30,1,2인 여행(가족 외),2,단순 구경 / 산책 / 걷기,자가용,9
e_e000877,40,5,3인 이상 여행(가족 외),2,체험 활동 / 입장 및 관람,자가용,3
e_e012976,20,1,2인 여행(가족 외),0,쇼핑 / 구매,지하철,5
e_e005679,30,1,2인 여행(가족 외),1,휴식,자가용,0
e_e002572,40,0,나홀로 여행,0,쇼핑 / 구매,지하철,0
e_e005111,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e004843,20,2,부모 동반 여행,2,쇼핑 / 구매,자가용,1
e_e006937,60,1,부모 동반 여행,0,휴식,자가용,7
e_e008320,30,0,나홀로 여행,0,쇼핑 / 구매,버스,0
e_e010814,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e006534,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
e_e005408,20,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,1
e_e004520,40,3,3인 이상 여행(가족 외),0,없음,자가용,6
e_e002577,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,렌터카,0
e_e008165,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,기차,5
e_e004148,20,0,나홀로 여행,1,체험 활동 / 입장 및 관람,지하철,8
e_e011903,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e004729,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,5
e_e003978,50,2,3인 이상 여행(가족 외),0,휴식,자가용,7
e_e006823,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
e_e004251,20,7,3인 이상 여행(가족 외),1,휴식,자가용,2
e_e011431,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
e_e005423,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e003976,40,0,나홀로 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e009590,40,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e003251,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,자가용,8
e_e009836,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,렌터카,5
e_e002038,50,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,7
e_e010129,20,1,2인 여행(가족 외),0,없음,버스,5
e_e001522,30,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,자가용,9
e_e002035,60,2,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,7
e_e007979,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e004384,40,2,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,6
e_e002034,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,기차,0
e_e010979,40,7,3인 이상 여행(가족 외),0,휴식,버스,2
e_e003040,40,1,자녀 동반 여행,0,쇼핑 / 구매,지하철,0
e_e004281,20,1,2인 여행(가족 외),1,없음,자가용,8
e_e002308,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,8
e_e003383,20,1,2인 가족 여행,0,쇼핑 / 구매,기차,5
e_e004422,60,7,3대 동반 여행(친척 포함),1,휴식,자가용,2
h_h003275,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e006941,40,2,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e004657,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,기차,8
e_e003856,30,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,0
e_e006804,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,택시,5
e_e006355,20,2,3인 이상 여행(가족 외),0,쇼핑 / 구매,버스,5
e_e000996,30,0,나홀로 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e007221,30,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e003190,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,렌터카,8
e_e003998,40,3,자녀 동반 여행,0,쇼핑 / 구매,자가용,6
e_e004482,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e003485,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e011095,20,1,2인 가족 여행,0,쇼핑 / 구매,지하철,5
e_e006529,40,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
e_e000986,30,0,나홀로 여행,0,쇼핑 / 구매,택시,0
e_e001415,20,3,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,1
e_e008348,40,2,3인 이상 여행(가족 외),0,휴식,자가용,6
e_e001127,40,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e004885,20,3,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,1
e_e001061,30,0,나홀로 여행,0,쇼핑 / 구매,택시,0
e_e007431,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,기차,5
e_e004447,60,1,2인 가족 여행,0,쇼핑 / 구매,지하철,7
e_e003156,40,0,나홀로 여행,1,쇼핑 / 구매,자가용,0
e_e001377,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e002376,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,기차,8
e_e011433,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,5
e_e009305,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
e_e009513,40,3,자녀 동반 여행,0,쇼핑 / 구매,자가용,6
e_e002786,30,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e011486,30,0,나홀로 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e007704,20,0,나홀로 여행,0,쇼핑 / 구매,기차,5
e_e006213,40,1,2인 여행(가족 외),1,쇼핑 / 구매,기차,0
e_e004084,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,택시,5
e_e003602,30,1,2인 가족 여행,0,쇼핑 / 구매,자가용,0
e_e005585,30,0,나홀로 여행,0,쇼핑 / 구매,지하철,0
f_f000038,50,2,3인 이상 여행(가족 외),2,휴식,자가용,3
e_e000376,50,2,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,7
e_e002036,40,2,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e006786,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
e_e005247,20,1,2인 여행(가족 외),1,휴식,기차,8
e_e004409,20,0,나홀로 여행,0,쇼핑 / 구매,자가용,5
e_e007625,30,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,택시,6
e_e002565,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e008656,20,0,나홀로 여행,0,쇼핑 / 구매,버스,5
e_e002590,30,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,0
e_e008323,40,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
e_e012026,30,2,자녀 동반 여행,0,없음,자가용,6
e_e007647,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,5
e_e007294,30,0,나홀로 여행,0,체험 활동 / 입장 및 관람,지하철,0
e_e008677,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
e_e007872,40,1,자녀 동반 여행,0,체험 활동 / 입장 및 관람,지하철,6
e_e004132,60,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,7
e_e001276,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,택시,0
e_e002288,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
e_e000648,40,3,자녀 동반 여행,0,휴식,자가용,6
e_e000347,40,0,나홀로 여행,3,단순 구경 / 산책 / 걷기,항공기,9
e_e000995,30,1,자녀 동반 여행,4,쇼핑 / 구매,항공기,4
e_e007269,50,3,3인 이상 여행(가족 외),0,없음,자가용,6
e_e000641,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e008293,30,1,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e006014,30,1,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,0
e_e002409,50,3,3인 이상 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,7
e_e001097,40,1,자녀 동반 여행,0,없음,버스,0
e_e000811,40,4,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,3
e_e004207,40,2,3인 이상 여행(가족 외),1,휴식,자가용,3
e_e003886,40,3,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,6
e_e000637,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,지하철,5
e_e011756,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,5
e_e003198,20,2,3인 이상 여행(가족 외),1,쇼핑 / 구매,버스,1
e_e007835,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e002342,50,2,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,3
e_e003887,30,1,2인 여행(가족 외),0,휴식,버스,0
e_e008686,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
e_e010372,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,5
e_e007354,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,5
e_e003482,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,8
e_e006908,40,2,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e003677,60,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,7
e_e010281,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,5
e_e003506,30,4,3인 이상 여행(가족 외),1,휴식,자가용,1
e_e003000,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,5
e_e001482,20,1,2인 여행(가족 외),1,휴식,기차,8
e_e009550,30,3,3인 이상 여행(가족 외),0,휴식,렌터카,6
e_e004573,20,1,2인 여행(가족 외),1,쇼핑 / 구매,지하철,8
e_e008076,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
e_e001147,20,1,2인 여행(가족 외),0,쇼핑 / 구매,버스,5
e_e000856,20,1,2인 가족 여행,2,단순 구경 / 산책 / 걷기,버스,9
e_e008577,20,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,5
e_e001040,30,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e007615,30,3,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e008247,20,1,부모 동반 여행,0,없음,자가용,5
e_e003569,50,2,3인 이상 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,3
e_e010043,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
e_e001485,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e007773,40,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e007708,30,0,나홀로 여행,0,쇼핑 / 구매,자가용,0
e_e006892,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
e_e000863,20,1,2인 가족 여행,2,쇼핑 / 구매,자가용,8
e_e003894,20,0,나홀로 여행,0,없음,지하철,5
e_e003632,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,8
e_e006448,60,10,3대 동반 여행(친척 포함),0,단순 구경 / 산책 / 걷기,자가용,2
e_e001468,30,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e009622,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,택시,5
e_e003630,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,5
e_e007825,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e007767,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e011062,30,1,2인 가족 여행,0,없음,버스,0
e_e003675,30,1,2인 가족 여행,0,쇼핑 / 구매,자가용,0
e_e007453,20,2,3인 이상 여행(가족 외),0,쇼핑 / 구매,지하철,5
e_e010150,20,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,5
e_e000625,30,2,부모 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e004868,20,1,2인 여행(가족 외),2,휴식,지하철,9
e_e007301,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
e_e000983,50,0,나홀로 여행,0,체험 활동 / 입장 및 관람,지하철,7
e_e001436,40,3,자녀 동반 여행,1,없음,자가용,3
e_e003280,20,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,8
e_e003576,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,택시,8
e_e004114,60,1,2인 가족 여행,0,쇼핑 / 구매,자가용,7
e_e002318,30,1,2인 여행(가족 외),1,휴식,자가용,0
e_e002018,30,1,2인 가족 여행,0,휴식,지하철,0
e_e003758,20,2,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,버스,1
e_e008322,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e006915,40,2,자녀 동반 여행,0,없음,자가용,6
e_e004451,40,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,버스,0
e_e006955,30,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e000009,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
e_e010608,20,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,5
e_e003844,60,7,3대 동반 여행(친척 포함),0,체험 활동 / 입장 및 관람,자가용,2
e_e000993,20,1,2인 여행(가족 외),3,쇼핑 / 구매,기차,9
e_e006030,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
e_e007746,20,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,5
e_e001532,20,0,나홀로 여행,0,없음,버스,5
e_e000826,50,2,3인 이상 여행(가족 외),3,휴식,자가용,4
e_e006032,30,1,2인 여행(가족 외),0,없음,자가용,0
e_e007779,20,0,나홀로 여행,0,쇼핑 / 구매,자가용,5
e_e002582,60,1,자녀 동반 여행,1,휴식,버스,7
e_e007277,60,9,3인 이상 여행(가족 외),0,휴식,자가용,2
e_e003773,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
e_e001344,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e003968,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,택시,8
e_e003162,30,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,기차,0
e_e007833,30,5,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e001449,30,2,자녀 동반 여행,0,휴식,자가용,6
e_e001426,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e013062,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,5
e_e000803,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e006423,30,0,나홀로 여행,0,쇼핑 / 구매,버스,0
e_e004336,30,0,나홀로 여행,0,체험 활동 / 입장 및 관람,버스,0
e_e004845,30,0,나홀로 여행,0,쇼핑 / 구매,버스,0
e_e000379,40,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e004623,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,버스,8
e_e010097,30,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,0
e_e005575,30,1,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,버스,0
e_e004455,20,5,3인 이상 여행(가족 외),1,휴식,자가용,1
e_e003609,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,5
e_e004141,20,1,2인 여행(가족 외),1,휴식,자가용,8
e_e003530,30,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e006833,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e008283,40,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e006874,50,0,나홀로 여행,0,휴식,지하철,7
e_e002558,40,4,3인 이상 여행(가족 외),1,없음,자가용,3
e_e003868,40,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e007272,40,5,자녀 동반 여행,0,없음,기차,6
e_e010660,20,1,2인 여행(가족 외),0,쇼핑 / 구매,지하철,5
e_e011627,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e000004,40,2,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,3
e_e002161,30,0,나홀로 여행,1,휴식,자가용,0
e_e001936,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,8
e_e008483,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,지하철,5
e_e002231,20,0,나홀로 여행,0,없음,지하철,5
e_e008722,20,1,2인 가족 여행,0,체험 활동 / 입장 및 관람,자가용,5
e_e000961,40,3,3인 이상 여행(가족 외),4,쇼핑 / 구매,자가용,4
e_e006359,40,2,3인 이상 여행(가족 외),0,휴식,기차,6
e_e000644,40,3,자녀 동반 여행,1,쇼핑 / 구매,자가용,3
e_e010233,20,2,부모 동반 여행,0,체험 활동 / 입장 및 관람,자가용,5
e_e007357,50,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
e_e009694,20,1,2인 여행(가족 외),0,없음,버스,5
e_e000425,30,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e001182,40,3,자녀 동반 여행,1,휴식,자가용,3
e_e011873,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
e_e004449,60,4,3대 동반 여행(친척 포함),1,체험 활동 / 입장 및 관람,자가용,3
e_e003741,20,1,2인 여행(가족 외),0,쇼핑 / 구매,지하철,5
e_e003717,30,3,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,1
e_e008133,40,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,0
e_e006439,30,5,부모 동반 여행,0,없음,자가용,6
e_e008307,50,7,3인 이상 여행(가족 외),0,휴식,자가용,2
e_e004033,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,버스,5
e_e005370,40,1,2인 가족 여행,0,없음,버스,0
e_e009957,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
e_e010937,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,자가용,5
e_e000691,30,1,2인 가족 여행,0,없음,자가용,0
e_e002569,20,1,2인 여행(가족 외),1,쇼핑 / 구매,자가용,8
e_e011581,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,버스,5
e_e011417,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,버스,5
e_e000395,40,2,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,6
e_e012805,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
e_e010775,20,1,2인 가족 여행,0,쇼핑 / 구매,지하철,5
e_e012488,20,0,나홀로 여행,0,쇼핑 / 구매,버스,5
e_e010442,20,1,2인 여행(가족 외),0,쇼핑 / 구매,지하철,5
e_e012636,30,1,2인 가족 여행,0,쇼핑 / 구매,버스,0
e_e005716,30,2,자녀 동반 여행,0,쇼핑 / 구매,자가용,6
e_e001052,30,0,나홀로 여행,0,없음,택시,0
e_e006924,40,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e000294,20,1,2인 여행(가족 외),2,체험 활동 / 입장 및 관람,자가용,8
e_e011007,30,3,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e009814,20,1,2인 여행(가족 외),0,쇼핑 / 구매,버스,5
e_e007497,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
e_e006528,20,0,나홀로 여행,0,쇼핑 / 구매,지하철,5
e_e003807,30,1,2인 여행(가족 외),0,없음,자가용,0
e_e005999,20,1,2인 여행(가족 외),0,쇼핑 / 구매,자가용,5
e_e003115,30,3,부모 동반 여행,1,체험 활동 / 입장 및 관람,자가용,1
e_e003262,20,0,나홀로 여행,0,없음,자가용,5
e_e007981,40,3,3인 이상 여행(가족 외),0,없음,자가용,6
e_e003388,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,8
e_e002235,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e008648,30,1,2인 가족 여행,0,쇼핑 / 구매,자가용,0
e_e004905,40,1,자녀 동반 여행,2,쇼핑 / 구매,기차,3
e_e010355,40,3,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
e_e001233,30,3,부모 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,1
e_e010560,40,1,2인 가족 여행,0,없음,자가용,0
e_e011408,40,2,3인 이상 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,6
e_e001321,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e003963,60,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,자가용,7
e_e000718,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,지하철,8
e_e009224,30,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,버스,0
e_e006795,30,3,자녀 동반 여행,0,쇼핑 / 구매,자가용,6
e_e000919,40,3,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,6
e_e004369,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,택시,8
e_e007778,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,지하철,0
e_e002541,30,1,2인 여행(가족 외),1,휴식,자가용,0
e_e008514,20,0,나홀로 여행,0,쇼핑 / 구매,지하철,5
e_e003892,20,1,2인 여행(가족 외),1,휴식,기차,8
e_e012583,30,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,0
e_e001254,60,0,나홀로 여행,2,쇼핑 / 구매,자가용,7
e_e005591,20,5,부모 동반 여행,2,단순 구경 / 산책 / 걷기,자가용,1
e_e010990,30,3,자녀 동반 여행,0,없음,자가용,6
e_e007631,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,지하철,5
e_e010673,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e008311,40,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e004142,30,2,자녀 동반 여행,1,단순 구경 / 산책 / 걷기,자가용,1
e_e004716,20,2,부모 동반 여행,2,단순 구경 / 산책 / 걷기,자가용,1
e_e007207,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
e_e007484,30,3,3인 이상 여행(가족 외),0,없음,자가용,6
e_e009180,20,1,2인 여행(가족 외),0,쇼핑 / 구매,지하철,5
e_e001888,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e000371,30,0,나홀로 여행,2,단순 구경 / 산책 / 걷기,자가용,9
e_e009382,40,5,3인 이상 여행(가족 외),0,없음,자가용,6
e_e003102,30,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,0
e_e008414,30,2,3인 이상 여행(가족 외),0,쇼핑 / 구매,버스,6
e_e007236,30,1,2인 가족 여행,0,단순 구경 / 산책 / 걷기,자가용,0
e_e010220,20,0,나홀로 여행,0,없음,버스,5
e_e003394,30,2,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e005822,40,2,자녀 동반 여행,0,쇼핑 / 구매,자가용,6
e_e009465,30,3,자녀 동반 여행,0,없음,자가용,6
e_e001523,60,1,2인 가족 여행,0,휴식,자가용,7
e_e006214,20,1,2인 여행(가족 외),0,휴식,자가용,5
e_e004681,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,지하철,8
e_e004602,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
e_e001534,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,자가용,5
e_e007218,20,1,2인 가족 여행,0,없음,버스,5
e_e008334,40,0,나홀로 여행,0,쇼핑 / 구매,지하철,0
e_e003891,30,3,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,6
e_e001281,30,1,2인 가족 여행,2,단순 구경 / 산책 / 걷기,자가용,9
e_e002536,20,0,나홀로 여행,1,단순 구경 / 산책 / 걷기,기차,8
e_e003520,30,2,자녀 동반 여행,1,체험 활동 / 입장 및 관람,자가용,6
e_e010199,40,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,지하철,0
e_e007976,40,1,2인 가족 여행,0,쇼핑 / 구매,자가용,0
e_e004719,30,6,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,2
e_e003285,20,1,2인 여행(가족 외),1,체험 활동 / 입장 및 관람,기차,8
e_e010921,20,1,2인 여행(가족 외),0,체험 활동 / 입장 및 관람,자가용,5
e_e002557,60,1,2인 가족 여행,1,단순 구경 / 산책 / 걷기,기차,7
e_e002622,30,3,3인 이상 여행(가족 외),1,체험 활동 / 입장 및 관람,자가용,1
e_e000700,20,0,나홀로 여행,2,쇼핑 / 구매,버스,9
e_e003095,30,3,자녀 동반 여행,0,체험 활동 / 입장 및 관람,자가용,6
e_e001159,30,1,2인 가족 여행,1,쇼핑 / 구매,자가용,0
e_e009457,20,0,나홀로 여행,0,체험 활동 / 입장 및 관람,지하철,5
e_e009181,20,1,2인 여행(가족 외),0,단순 구경 / 산책 / 걷기,버스,5
e_e004931,40,2,자녀 동반 여행,0,단순 구경 / 산책 / 걷기,자가용,6
e_e010753,20,5,3인 이상 여행(가족 외),0,휴식,렌터카,1
e_e004300,20,1,2인 여행(가족 외),1,단순 구경 / 산책 / 걷기,자가용,8
e_e007538,20,0,나홀로 여행,0,단순 구경 / 산책 / 걷기,자가용,5
e_e009361,30,0,나홀로 여행,0,쇼핑 / 구매,버스,0
