TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
e_e000004,E03,e000004,3,2023-04-30,2023-05-01,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,3,3;4;11
e_e000006,E03,e000006,21,2023-04-30,2023-05-02,,경기 방문/거주지 구분 없음/39세 이하/특별미션,21,21;10;27
e_e000009,E03,e000009,2;4,2023-04-29,2023-05-01,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;4,22;1;7
e_e000010,E01,e000010,3;6,2023-04-29,2023-05-01,,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,3;6,6;3;1
e_e000011,E01,e000011,1;21,2023-04-28,2023-05-01,,서울 방문/수도권 외 거주/40세 이상/커플/일반미션,1;21,6;2;24
e_e000013,E03,e000013,1;22;24;6,2023-04-28,2023-04-30,,서울 외 수도권 방문/수도권 외 거주/40세 이상/부모 동반/일반미션,1;22;24;6,1;8;6
e_e000014,E03,e000014,2,2023-05-01,2023-05-02,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2,2;1;22
e_e000015,E01,e000015,7,2023-04-28,2023-05-02,,서울 방문/수도권 외 거주/40세 이상/커플/일반미션,7,7;6;4
e_e000016,E03,e000016,1;22;4,2023-04-29,2023-04-30,,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;22;4,1;4;22
e_e000018,E03,e000018,2;11,2023-04-29,2023-04-30,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;11,2;5;11
e_e000020,E03,e000020,28;21,2023-04-29,2023-05-01,,경기 방문/거주지 구분 없음/40세 이상/특별미션,28;21,21;2;5
e_e000021,E03,e000021,24,2023-04-29,2023-05-01,,경기 방문/거주지 구분 없음/40세 이상/특별미션,24,24;6;21
e_e000022,E03,e000022,22;25,2023-04-29,2023-04-30,,경기 방문/거주지 구분 없음/40세 이상/특별미션,22;25,2;3;24
e_e000023,E01,e000023,4,2023-04-29,2023-04-30,,서울 방문/수도권 거주/40세 이상/커플/일반미션,4,4;3;11
e_e000025,E03,e000025,22,2023-04-30,2023-05-01,,경기 방문/거주지 구분 없음/40세 이상/특별미션,22,22;4;26
e_e000030,E03,e000030,21,2023-04-29,2023-04-30,,경기 방문/거주지 구분 없음/40세 이상/특별미션,21,21;7;28
e_e000037,E03,e000037,22,2023-04-30,2023-05-01,,경기 방문/거주지 구분 없음/39세 이하/특별미션,22,22;6;21
e_e000038,E03,e000038,21;22;23,2023-04-28,2023-04-30,,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;22;23,21;23;10
e_e000039,E03,e000039,2,2023-04-29,2023-04-30,,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,2,2;22;24
e_e000040,E01,e000040,3;4,2023-04-28,2023-04-30,,서울 방문/수도권 거주/39세 이하/커플/일반미션,3;4,4;3;7
e_e000041,E03,e000041,4;7,2023-04-28,2023-05-01,,서울 외 수도권 방문/수도권 거주/40세 이상/부모 동반/일반미션,4;7,3;4;24
e_e000042,E02,e000042,12;24;5,2023-05-01,2023-05-02,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;24;5,5;12;24
e_e000045,E03,e000045,25,2023-04-29,2023-05-01,,경기 방문/거주지 구분 없음/39세 이하/특별미션,25,8;25;21
e_e000046,E03,e000046,5,2023-04-28,2023-04-29,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5,5;10;21
e_e000293,E01,e000293,1;22;4;6,2023-05-28,2023-05-29,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;22;4;6,6;1;4
e_e000294,E03,e000294,1;2;23;26,2023-05-19,2023-05-22,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;2;23;26,2;23;22
e_e000296,E01,e000296,9;11;21;26;1;22;23,2023-05-23,2023-05-26,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,9;11;21;26;1;22;23,9;22;21
e_e000299,E01,e000299,3;6,2023-05-27,2023-05-29,대중교통 등,서울 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,3;6,3;6;11
e_e000301,E01,e000301,22;23;26;4,2023-05-19,2023-05-21,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,22;23;26;4,22;23;26
e_e000302,E01,e000302,2;21;22;26,2023-05-19,2023-05-22,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2;21;22;26,2;22;26
e_e000307,E03,e000307,3,2023-05-21,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,3,3;22;6
e_e000311,E02,e000311,2;22;26;5,2023-05-27,2023-05-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;22;26;5,2;22;26
e_e000317,E01,e000317,1;12;4;5;7,2023-05-27,2023-05-30,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;12;4;5;7,4;24;1
e_e000319,E03,e000319,1;12;24;5;6,2023-05-31,2023-06-03,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;12;24;5;6,4;1;24
e_e000322,E03,e000322,1;24;3;5;6,2023-06-05,2023-06-08,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;24;3;5;6,24;22;1
e_e000323,E03,e000323,22;26;1;2;4,2023-05-27,2023-05-29,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;26;1;2;4,3;22;26
e_e000329,E03,e000329,1;12;7;9,2023-05-26,2023-05-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;12;7;9,7;1;12
e_e000331,E01,e000331,1;2,2023-05-28,2023-05-31,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;2,2;22;1
e_e000332,E01,e000332,1;2;5;7;9,2023-05-19,2023-05-21,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;2;5;7;9,26;24;7
e_e000334,E03,e000334,1;22;26;6;9,2023-05-28,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;26;6;9,22;12;1
e_e000336,E01,e000336,3;11;23;26,2023-05-27,2023-05-30,자가용,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,3;11;23;26,1;2;23
e_e000338,E01,e000338,21;22;24;26;6,2023-05-19,2023-05-20,대중교통 등,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,21;22;24;26;6,6;22;26
e_e000342,E02,e000342,1;21;22;24;4,2023-05-19,2023-05-22,대중교통 등,인천 방문/거주지 구분 없음/39세 이하/특별미션,1;21;22;24;4,4;21;22
e_e000344,E01,e000344,1;12;2;3;6,2023-05-19,2023-05-21,자가용,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,1;12;2;3;6,2;3;4
e_e000345,E01,e000345,22;6;9,2023-05-19,2023-05-21,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;6;9,6;22;9
e_e000346,E02,e000346,21;22;24,2023-05-27,2023-05-28,자가용,인천 방문/거주지 구분 없음/40세 이상/특별미션,21;22;24,22;21;5
e_e000347,E03,e000347,2;4;8,2023-05-26,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,2;4;8,1;4;6
e_e000350,E03,e000350,1;2;22,2023-05-18,2023-05-19,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;2;22,2;1;22
e_e000352,E01,e000352,22;23;6;7,2023-05-21,2023-05-23,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,22;23;6;7,23;22;21
e_e000353,E03,e000353,1;22;6,2023-05-23,2023-05-24,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;22;6,1;2;3
e_e000355,E02,e000355,1;11;2;6,2023-05-21,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;11;2;6,5;11;27
e_e000357,E01,e000357,1,2023-05-15,2023-05-16,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1,1;6;7
e_e000360,E03,e000360,21;22;24;26;9,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,21;22;24;26;9,2;21;22
e_e000362,E03,e000362,1;2;22;5;8,2023-05-15,2023-05-17,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,1;2;22;5;8,8;5;22
e_e000364,E03,e000364,1;3;6,2023-05-16,2023-05-19,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;3;6,3;1;6
e_e000366,E03,e000366,2;5;6;8;9,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;5;6;8;9,1;2;8
e_e000369,E01,e000369,1;3;6,2023-06-05,2023-06-07,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;3;6,3;6;23
e_e000371,E01,e000371,1;11;4;7;9,2023-05-26,2023-05-29,자가용,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;11;4;7;9,6;24;21
e_e000373,E03,e000373,21;24;26;4,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,21;24;26;4,26;6;1
e_e000375,E03,e000375,26;6;11;8;21;22;28;2,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,26;6;11;8;21;22;28;2,2;11;3
e_e000376,E03,e000376,3;4;22,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,3;4;22,22;24;3
e_e000377,E03,e000377,1;11;21;22;6,2023-05-21,2023-05-22,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;11;21;22;6,6;22;24
e_e000379,E03,e000379,11,2023-05-28,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,11,11;1;6
e_e000381,E03,e000381,22;24;26;5;8,2023-06-02,2023-06-05,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;24;26;5;8,8;24;5
e_e000384,E03,e000384,21;22;25;3;8,2023-06-04,2023-06-07,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,21;22;25;3;8,21;8;22
e_e000385,E02,e000385,8,2023-05-21,2023-05-23,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,8,8;3;24
e_e000387,E03,e000387,2;27;5;7;8,2023-06-02,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;27;5;7;8,8;5;27
e_e000395,E02,e000395,1;2;22;23;4,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;2;22;23;4,4;23;22
e_e000396,E02,e000396,23,2023-05-20,2023-05-22,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,23,23;5;2
e_e000397,E03,e000397,21;22;24;6,2023-05-28,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,21;22;24;6,21;5;22
e_e000400,E03,e000400,21;22;24;26,2023-05-16,2023-05-17,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;22;24;26,24;22;26
e_e000403,E03,e000403,10;21;22;6,2023-05-27,2023-05-29,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,10;21;22;6,22;6;23
e_e000406,E03,e000406,11;2;24;3;9,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,11;2;24;3;9,24;2;8
e_e000407,E03,e000407,2;21;22;24;26,2023-05-27,2023-05-28,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;21;22;24;26,22;26;21
e_e000409,E03,e000409,2;21;26;22,2023-05-23,2023-05-24,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;21;26;22,1;2;21
e_e000412,E03,e000412,1;3;6;22,2023-06-03,2023-06-05,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;3;6;22,3;1;22
e_e000418,E03,e000418,8;22;5,2023-06-03,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,8;22;5,8;22;21
e_e000422,E01,e000422,1;11;22;3;4,2023-06-04,2023-06-07,자가용,서울 방문/거주지 구분 없음/40세 이상/특별미션,1;11;22;3;4,23;6;21
e_e000425,E03,e000425,22,2023-05-20,2023-05-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22,22;9;8
e_e000429,E03,e000429,1;4;22;6,2023-06-03,2023-06-04,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;4;22;6,1;22;4
e_e000430,E02,e000430,1;2;4;5;7;10;21;22;24;26,2023-05-22,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;4;5;7;10;21;22;24;26,2;4;22
e_e000432,E03,e000432,1;22;23;4;5,2023-05-21,2023-05-23,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;22;23;4;5,5;4;23
e_e000433,E02,e000433,2;22;26;4;8,2023-05-15,2023-05-16,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,2;22;26;4;8,8;2;26
e_e000435,E03,e000435,11;2,2023-05-27,2023-05-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,11;2,6;11;24
e_e000438,E01,e000438,1;12;3;4;6,2023-05-27,2023-05-30,자가용,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,1;12;3;4;6,3;4;1
e_e000445,E03,e000445,21;22;24;25;8,2023-05-19,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,21;22;24;25;8,25;22;21
e_e000447,E03,e000447,1;2;3;4;6;8;9;10;11;12;13;21;22;23;24;26;27,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;2;3;4;6;8;9;10;11;12;13;21;22;23;24;26;27,8;24;22
e_e000448,E02,e000448,22;3;5,2023-05-27,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,22;3;5,6;3;22
e_e000450,E01,e000450,1;2,2023-05-20,2023-05-21,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2,1;2;4
e_e000451,E02,e000451,2;23;5;9,2023-05-28,2023-05-31,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,2;23;5;9,1;2;3
e_e000453,E01,e000453,11;26;3;4;6,2023-06-03,2023-06-07,대중교통 등,서울 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,11;26;3;4;6,3;4;2
e_e000454,E03,e000454,21;22;24;26;27,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,21;22;24;26;27,3;11;24
e_e000460,E01,e000460,1;4;5;6;9,2023-05-15,2023-05-17,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;4;5;6;9,23;21;22
e_e000466,E03,e000466,2;8,2023-05-28,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;8,8;11;21
e_e000469,E03,e000469,1;11;22;7;8,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;11;22;7;8,21;23;24
e_e000472,E01,e000472,1;4;7;23;22,2023-06-02,2023-06-06,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;4;7;23;22,1;4;7
e_e000473,E01,e000473,1;22;26;27;4,2023-05-20,2023-05-22,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;26;27;4,27;22;4
e_e000474,E02,e000474,1;23;27;28,2023-05-26,2023-05-29,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;23;27;28,1;23;9
e_e000477,E03,e000477,1;21;22;8;9,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;21;22;8;9,8;21;24
e_e000479,E03,e000479,4,2023-05-26,2023-05-28,자가용,서울 외 수도권 방문/수도권 외 거주/40세 이상/3인 이상 친구/일반미션,4,4;11;7
e_e000480,E03,e000480,22;27;28;5,2023-05-19,2023-05-20,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,22;27;28;5,28;5;27
e_e000481,E01,e000481,1;2;22;6,2023-05-28,2023-05-29,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;6,6;1;22
e_e000482,E01,e000482,1;23,2023-05-19,2023-05-22,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;23,1;23;22
e_e000483,E03,e000483,10;2;22,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3대 동반 여행/일반미션,10;2;22,22;2;5
e_e000486,E01,e000486,1;2;27;4;6,2023-05-15,2023-05-16,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;27;4;6,1;4;2
e_e000490,E01,e000490,22;26;27;6,2023-06-02,2023-06-04,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,22;26;27;6,6;26;27
e_e000491,E03,e000491,12;21;22;24;8,2023-05-27,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,12;21;22;24;8,8;12;21
e_e000492,E03,e000492,1;4;10;26;22,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,1;4;10;26;22,10;1;4
e_e000496,E02,e000496,1;2;22;23;4,2023-05-16,2023-05-18,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;23;4,23;2;22
e_e000500,E03,e000500,21;22;24;26;27,2023-06-03,2023-06-06,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;22;24;26;27,24;22;26
e_e000504,E01,e000504,21;27;28,2023-05-20,2023-05-21,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,21;27;28,28;27;21
e_e000505,E03,e000505,22;3;4,2023-05-18,2023-05-19,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,22;3;4,3;22;4
e_e000507,E01,e000507,1;4,2023-05-20,2023-05-21,자가용,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,1;4,3;4;22
e_e000509,E01,e000509,23;3;1;9;6;26,2023-05-19,2023-05-22,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,23;3;1;9;6;26,6;23;1
e_e000510,E03,e000510,13;21;22;26;3,2023-05-29,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,13;21;22;26;3,3;13;21
e_e000514,E03,e000514,11;2;6,2023-06-03,2023-06-04,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,11;2;6,11;2;6
e_e000521,E02,e000521,1;2;22;26,2023-05-23,2023-05-24,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;2;22;26,22;24;26
e_e000523,E03,e000523,11;2;22;6;9,2023-06-10,2023-06-11,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,11;2;22;6;9,2;22;26
e_e000524,E03,e000524,2;11;22,2023-05-16,2023-05-17,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;11;22,2;11;22
e_e000525,E03,e000525,10;21;22;24;26,2023-05-25,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,10;21;22;24;26,22;24;26
e_e000526,E01,e000526,1;4;5;6;7,2023-05-16,2023-05-18,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;4;5;6;7,6;4;5
e_e000531,E03,e000531,25;2;22,2023-05-27,2023-05-29,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,25;2;22,25;22;24
e_e000533,E03,e000533,21;22;26,2023-06-03,2023-06-04,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;22;26,21;6;8
e_e000535,E03,e000535,1;22,2023-05-27,2023-05-30,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;22,1;24;22
e_e000536,E01,e000536,1;2;5;9;11;21;22;26,2023-05-19,2023-05-22,자가용,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;5;9;11;21;22;26,1;21;4
e_e000540,E02,e000540,2;23,2023-06-01,2023-06-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2;23,23;2;22
e_e000541,E03,e000541,11;22;3;4;6,2023-05-20,2023-05-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,11;22;3;4;6,3;11;22
e_e000544,E03,e000544,11;22;9,2023-05-21,2023-05-22,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,11;22;9,9;11;1
e_e000546,E01,e000546,1;2;3;7;6;4;10;22;24;26,2023-05-26,2023-05-30,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;3;7;6;4;10;22;24;26,1;4;24
e_e000547,E03,e000547,2;22;5,2023-06-09,2023-06-11,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22;5,2;24;11
e_e000548,E03,e000548,5;27,2023-05-26,2023-05-28,자가용,서울 외 수도권 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,5;27,5;11;27
e_e000550,E03,e000550,1;12;21;3;4,2023-05-27,2023-05-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;12;21;3;4,3;12;28
e_e000552,E03,e000552,22;27;3;6,2023-05-25,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,22;27;3;6,3;6;26
e_e000556,E03,e000556,21;22;26;4;6,2023-06-06,2023-06-07,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,21;22;26;4;6,21;24;22
e_e000557,E01,e000557,2;22;5,2023-05-29,2023-05-30,자가용,서울 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,2;22;5,6;22;3
e_e000560,E03,e000560,8,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,8,8;9;22
e_e000561,E02,e000561,1;21;3;4;6,2023-05-20,2023-05-23,자가용,인천 방문/거주지 구분 없음/40세 이상/특별미션,1;21;3;4;6,1;22;21
e_e000563,E01,e000563,1;22;26;4;7,2023-05-28,2023-05-30,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,1;22;26;4;7,7;22;4
e_e000564,E03,e000564,10;2;5,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,10;2;5,10;2;1
e_e000566,E03,e000566,1;22;6,2023-05-20,2023-05-21,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;22;6,6;1;22
e_e000567,E03,e000567,11;22;27;3;6,2023-05-24,2023-05-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;22;27;3;6,3;27;11
e_e000569,E03,e000569,2,2023-06-04,2023-06-05,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2,2;11;22
e_e000579,E03,e000579,12;21;22;24;27,2023-05-20,2023-05-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;21;22;24;27,3;12;13
e_e000584,E01,e000584,1;4,2023-05-26,2023-05-27,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,1;4,1;4;21
e_e000590,E03,e000590,2;22;23;3;5,2023-05-23,2023-05-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2;22;23;3;5,26;5;1
e_e000591,E01,e000591,1;6;22;26,2023-05-22,2023-05-23,자가용,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;6;22;26,6;22;1
e_e000594,E03,e000594,1;27;7;5;8;9,2023-05-28,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;27;7;5;8;9,7;8;27
e_e000595,E03,e000595,2;22;23;6;9,2023-05-27,2023-05-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;23;6;9,1;10;23
e_e000597,E03,e000597,2;6;11;24;6;27;22,2023-05-29,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;6;11;24;6;27;22,2;6;11
e_e000599,E01,e000599,2;23;3;4;6,2023-06-04,2023-06-06,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;23;3;4;6,3;6;2
e_e000602,E03,e000602,1;2;4;5;6,2023-05-17,2023-05-20,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;4;5;6,4;25;24
e_e000603,E01,e000603,1;13;2;3,2023-05-27,2023-05-30,대중교통 등,서울 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,1;13;2;3,3;2;13
e_e000604,E03,e000604,1;11;2;5;6,2023-05-17,2023-05-20,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;11;2;5;6,5;6;2
e_e000605,E03,e000605,1;2;25;4;6,2023-06-03,2023-06-07,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;25;4;6,1;25;26
e_e000607,E03,e000607,2;21;22;6,2023-05-20,2023-05-22,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,2;21;22;6,23;21;2
e_e000608,E01,e000608,1;11;22;9,2023-05-22,2023-05-24,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;11;22;9,1;3;11
e_e000609,E03,e000609,2;22,2023-05-31,2023-06-01,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22,2;1;26
e_e000612,E02,e000612,2;21;22;24,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;21;22;24,5;21;22
e_e000615,E02,e000615,22;6;9,2023-06-10,2023-06-12,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;6;9,22;6;9
e_e000618,E01,e000618,21;22;23;3;6,2023-05-27,2023-05-30,자가용,서울 방문/수도권 거주/40세 이상/커플/일반미션,21;22;23;3;6,23;3;26
e_e000620,E03,e000620,1;21;22;24,2023-05-20,2023-05-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;21;22;24,1;22;26
e_e000621,E02,e000621,1;10;21;3,2023-05-27,2023-05-30,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;10;21;3,10;23;1
